Code ICD-11,Nom de la maladie
XM1RJ7,Fiber
XM5348,Glycerol
XM3JB5,Ispagula
XM4A22,Ispagula husk
XM1J98,Karaya (gum)
XM5CR2,Konsyl
XM62T3,Laxative
XM3VP9,Linseed
XM7KF0,Magnesium citrate
XM6EC7,Magnesium sulfate
XM2J55,Metamucil
XM5DN2,Methylcellulose
XM0X73,Methylcellulose laxative
XM8UE2,Mineral oil
XM5VW0,Mucilage
XM1VV2,Olive oil (medicinal)
XM3CM0,Peach kernel oil (emulsion)
XM85Z3,Peanut oil (emulsion)
XM4PD5,Phosphate laxative
XM95P7,Poloxamer
XM9PF1,Polycarbophil
XM4YU2,Psyllium hydrophilic mucilloid
XM2L22,Purgative
XM0ZU4,Soap enema
XM76C9,Sodium basic phosphate
XM6J59,Sodium dioctyl sulfosuccinate
XM6AX9,Sodium sulfate
XM9YJ1,Sorbitol
XM9JR8,Sterculia
XM3DH4,Tartrate
XM69K0,Cathartic saline
XM40M7,Epsom salt
XM4WX6,Laxative osmotic
XM5NK8,Laxative saline
XM06D3,Potassium bisulfate
XM7W31,Lactulose
XM5BJ8,Mannitol
XM4HL5,Urea
XM9P20,Aloes
XM6UQ2,Aloin
XM14G1,Bisacodyl
XM00W5,Bisoxatin
XM9N98,Bryonia
XM9YN3,Carter's Little Pills
XM8N88,Cascara (sagrada)
XM2632,Cathartic anthacene derivative
XM3W96,Cathartic contact
XM53Q7,Cathartic irritant
XM6LH5,Cathartic vegetable
XM0JN3,Colocynth
XM4217,Croton (oil)
XM86Q2,Danthron
XM4C29,Dianthone
XM8PF5,Dihydroxyanthraquinone
XM77A6,Dulcolax
XM9KZ8,Elaterium
XM6CR4,Ex-Lax (phenolphthalein)
XM7XD6,Frangula
XM6L10,Frangula extract
XM1L58,Gamboge
XM1RP5,Hinkle's pills
XM6XG3,Jalap
XM9DZ3,Mineral oil emulsion
XM5E72,Oxyphenisatine
XM4CS7,Phenisatin
XM30Q0,Phenolphthalein
XM5042,Potassium sulfate
XM14Q1,Rhubarb dry extract
XM40D1,Rhubarb tincture
XM38T6,Scammony
XM9LC4,Senna
XM91P4,Sennoside A+B
XM9ML9,Sodium phosphate dibasic
XM38A9,Sodium phosphate monobasic
XM8YN7,Sodium picosulfate
XM7XV5,Squirting cucumber (cathartic)
XM8WQ0,Sulisatin
XM69R3,Yellow phenolphthalein
XM7UJ6,Gastrointestinal drug
XM49Y2,Amylase
XM2663,Anise oil
XM8A26,Antiflatulent
XM3UH8,b-Galactosidase
XM0090,Betaine
XM0TD5,Bile salts
XM5TC9,Carminative
XM7KX6,Chenodeoxycholic acid
XM5QD3,Cholagogues
XM6RN6,Choleretic
XM37T5,Cholic acid
XM3RH9,Citric acid
XM5CH0,Cytochrome C
XM00U8,Dehydrocholic acid
XM1F53,Diastase
XM0365,Dill
XM4RK4,Elastase
XM5H83,Enzyme intestinal
XM2Q01,Florantyrone
XM5BH7,Gastric enzymes
XM63F8,Gentian
XM1TN8,Ginger
XM0994,Glutamic acid
XM15D5,Hydrochloric acid medicinal (digestant)
XM7CR6,Lipancreatin
XM2702,Ox bile extract
XM6HM1,Pancreatin
XM9Z07,Pancrelipase
XM6DW4,Papain
XM72V4,Papain digestant
XM1XP0,Peppermint (oil)
XM3UE5,Pepsin
XM17U7,Pepsin digestant
XM7L34,Phenylpropanol
XM2VN0,Protease
XM4U70,Tilactase
XM3ME7,Copper emetic
XM5UR5,Copper sulfate cupric medicinal emetic
XM9FG8,Copper sulfate medicinal emetic
XM2WE8,Mustard black
XM5PE4,Apomorphine
XM6YR7,Ipecac
XM9YL4,Cimetidine
XM6441,Famotidine
XM9ZP3,Nizatidine
XM6WY8,Ranitidine
XM0SH0,Roxatidine
XM5FV5,Altizide
XM0XL2,Bendrofluazide
XM64R7,Bendroflumethiazide
XM7Q17,Benzthiazide
XM83Q3,Butizide
XM3PJ4,Chlorothiazide
XM4SP9,Cyclopenthiazide
XM1PM4,Cyclothiazide
XM71N6,Disulfamide
XM8532,Epitizide
XM6910,Hydrochlorothiazide
XM2671,Hydroflumethiazide
XM9T97,Methyclothiazide
XM1DC4,Penflutizide
XM7NZ7,Polythiazide
XM26G2,Teclothiazide
XM1L59,Trichlormethiazide
XM9X81,Acetazolamide
XM4LU1,Dichlorphenamide
XM4DH5,Ethoxzolamide
XM8P33,Methazolamide
XM9DH5,Spindle inactivator
XM56G7,Urate oxidase
XM95S3,Uric acid metabolism drug
XM6953,Uricosuric agent
XM9589,Allopurinol
XM2D08,Atophan
XM3U65,Benemid
XM9DK8,Benzbromarone
XM3WA0,Cinchophen
XM0M93,Ethebenecid
XM5VG7,Neocinchophen
XM6FA5,Oxipurinol
XM3JP7,Phenoquin
XM0WT0,Probenecid
XM7K05,Sulphinpyrazone
XM47Z2,Tisopurine
XM51Y8,Caloric agent
XM44K8,Cation exchange resin
XM7UQ5,Electrolyte balance drug
XM5Y58,Hartmann's solution
XM0KH7,Invert sugar
XM39B5,Oral rehydration salts
XM39C1,Peritoneal dialysis solution
XM03B7,Potassium-removing resin
XM5KE7,Potassium-retaining drug
XM3UA2,Replacement solution
XM4EK0,Sodium removing resins
XM62S0,Antikaluretic
XM7BR0,Dextrose
XM5K20,Fructose
XM9ZW8,Galactose
XM6XX8,Glucose
XM9XU2,Levulose
XM9Y86,Sucrose
XM6MV2,Bumetanide
XM8CG7,Diuretic loop (high-ceiling)
XM2E11,Edecrin
XM79L6,Etacrynate sodium
XM2LW1,Etacrynic acid
XM1H00,Etozolin
XM3H18,Frusemide
XM8UE3,Furosemide
XM06E2,Lasix
XM2C78,Lyovac Sodium Edecrin
XM9ML2,Piretanide
XM3YU0,Sodium ethacrynate
XM9SU7,Ticrynafen
XM9KF7,Tienilic acid
XM6777,Acetic acid irrigating solution
XM4Z15,Amino acids
XM7KG7,Aminoacetic acid (derivatives)
XM8KC2,Calcium
XM7ND2,Calcium glubionate
XM3EU2,Calcium gluconate
XM8AM9,Calcium gluconogalactogluc-onate
XM46G3,Calcium lactate
XM1AY1,Calcium phosphate
XM9566,Calcium salts
XM6DF0,Carbacrylamine (resin)
XM1619,Dialysis solution (intraperitoneal)
XM5S14,Electrolytes
XM6YF0,Electrolytic agent
XM6598,Glucose with sodium chloride
XM02Y3,Glycerol intravenous
XM7NQ3,Glycine
XM9EA0,Ion exchange resin cation
XM8UU5,Lactated potassic saline
XM5VT1,Magnesium silicofluoride
XM5FN3,Mineral salt
XM6P40,Polyaminostyrene resins
XM3UT8,Potassic saline injection (lactated)
XM0H50,Potassium (salts)
XM0U09,Potassium chloride
XM11X8,Ringer solution (lactate)
XM0VG1,Sodium acid phosphate
XM6R29,Sodium biphosphate
XM0X22,Sodium chloride
XM8ZD6,Sodium cyclamate
XM6XG7,Sodium free salt
XM9KZ3,Sodium hydrogen carbonate
XM3B07,Sodium polystyrene sulfonate
XM3H90,Sodium salt
XM7JQ2,Travert
XM1DP8,Water balance drug
XM5N49,Water distilled
XM9V59,Water purified
XM6QK1,Canrenoic acid
XM0ET8,Potassium canrenoate
XM5JA6,Aldactone
XM94A6,Aldosterone
XM1ML2,Canrenone
XM1JS8,Spironolactone
XM1SM2,Amiloride
XM5W29,Aminometradine
XM2E81,Amisometradine
XM8U06,Anhydron
XM8TM1,Benzothiadiazides
XM0JW3,Benzylhydrochlorthia-zide
XM3ER5,Carbonic acid gas anhydrase inhibitor
XM80T6,Chlorazanil
XM6946,Chlormerodrin
XM51L8,Chlorthalidone
XM0EZ6,Clofenamide
XM7A66,Clopamide
XM8GT1,Clorexolone
XM58Z6,Diamox
XM42Q8,Dihydroxypropyl theophylline
XM29H6,Diprophylline
XM5070,Diucardin
XM4JM8,Diupres
XM4D06,Diuretic
XM68T7,Diuretic benzothiadiazine
XM8B36,Diuretic carbonic acid anhydrase inhibitors
XM1N83,Diuretic furfuryl
XM6VW0,Diuretic mercurial
XM43Q2,Diuretic saluretic
XM3558,Diuretic sulfonamide
XM58W3,Diuretic thiazide
XM04R3,Diurgin
XM6CD1,Fenquizone
XM5L31,Flumethiazide
XM8T28,Hydromox
XM1DG9,Mefruside
XM8HM6,Meralluride
XM5R34,Merbaphen
XM1SB8,Mercaptomerin
XM3PF7,Mercumatilin
XM3L13,Mercurophylline
XM1C74,Mercury
XM4AF6,Mersalyl
XM3GK5,Meticrane
XM7G39,Metolazone
XM4B84,Osmotic diuretics
XM6BR0,Purine diuretics
XM3WN8,Quinethazone
XM7660,Regroton
XM2AZ5,Renese
XM01E9,Salicylate theobromine calcium
XM9409,Saluretic
XM3RC6,Saluron
XM7J43,Sodium mersalate
XM0YM0,Tetrachlormethiazide
XM9VJ2,Thiomercaptomerin
XM1177,Thiomerin
XM0YS2,Tiamizide
XM5SJ5,Triamterene
XM3YV1,Tripamide
XM9QW3,Tromethamine
XM93H5,Xanthine diuretics
XM4U11,Xipamide
XM0A89,Zaroxolyn
XM44R0,Antagonist Aldosterone
XM8CC8,Corticosteroid mineral
XM4HZ4,Salt-retaining mineralocorticoid
XM9SX2,Deoxycortone
XM6PJ9,Desoxycorticosteroid
XM9HZ6,Desoxycortone
XM6JQ6,Fludrocortisone
XM0KW9,Fluorhydrocortisone
XM9X54,Mineralocorticosteroid
XM2L44,Alpha adrenergic blocking drug
XM6MJ9,Bunazosin
XM4UW6,Dibenamine
XM70W7,Dibenzyline
XM58X5,Doxazosin
XM3Y81,Hydergine
XM3L37,Indoramin
XM45W7,Prazosin
XM81R1,Priscol
XM3F82,Tamsulosin
XM9LH2,Terazosin
XM4PZ3,Ambenonium (chloride)
XM87V2,Anticholinesterase organophosphorus
XM9D92,Anticholinesterase reversible
XM4VC4,Cholinergic organophosphorus
XM5YK5,Distigmine (bromide)
XM6565,Edrophonium chloride
XM40R6,Neomycin with neostigmine
XM3671,Neostigmine bromide
XM41N9,Pyridostigmine bromide
XM8KF3,Anticholinesterase
XM1L81,DFP
XM1389,Diflos
XM86K6,Difluorophate
XM0UQ3,Diisopropylfluorophos-phonate
XM8B05,Edrophonium
XM99M6,Galantamine
XM1NE7,Isoflurophate
XM3YR0,Prostigmin
XM4LN1,Tacrine
XM0V36,Acebutolol
XM2YK6,Alprenolol
XM0M62,Atenolol
XM5S93,beta adrenergic blocking agent
XM7U87,Betaxolol
XM0HY3,Bevantolol
XM8QC9,Bisoprolol
XM79L8,Bopindolol
XM8026,Bunitrolol
XM9RX1,Bupranolol
XM3N87,Carazolol
XM1AJ9,Carteolol
XM54E1,Celiprolol
XM4AB1,Esmolol
XM7V19,Indenolol
XM89L8,Mepindolol
XM8L21,Metoprolol
XM69F3,Nadolol
XM0M15,Oxprenolol
XM17Y6,Penbutolol
XM2SH3,Pindolol
XM9VG1,Practolol
XM91L7,Pronetalol
XM3HA9,Propranolol
XM5BT4,Sotalol
XM6489,Tertatolol
XM1KQ9,Timolol
XM77W2,Tolamolol
XM89S0,Adrenergic blocking agent
XM1C94,Alfuzosin (hydrochloride)
XM0UP1,Sympatholytic haloalkylamine
XM2285,Antiadrenergic
XM8ER3,Labetalol
XM0TY3,Medroxalol
XM6LX4,Ganglionic blocking drug specified
XM90S5,Hexamethonium bromide
XM68K9,Pentamethonium bromide
XM6H15,Pentapyrrolinium (bitartrate)
XM2A33,Pentolonium tartrate
XM3YS6,Quarternary ammonium ganglion blocking
XM6JW6,Tetraethylammonium chloride
XM9MS2,Tetrylammonium chloride
XM3YZ9,Trimetaphan camsilate
XM13Z0,Mecamylamine
XM8JB8,Pempidine
XM4BZ9,Trimethaphan
XM9BT3,Trimethidinium
XM9YP3,Adrenergic specified
XM10F0,Amezinium metilsulfate
XM9K06,Sympathomimetic specified
XM0EP6,Angiotensinamide
XM9NM4,Dopamine
XM1D48,Ephedra
XM5H72,Ephedrine
XM1641,Ibopamine
XM0CL2,Isoephedrine
XM6RQ3,Mephentermine
XM6XN3,Phenylpropanolamine
XM0ZE2,Sympatholytic
XM1Q67,Adiphenine
XM5RS2,Alverine
XM0DF0,Ambutonium bromide
XM0TL7,Aminopentamide
XM1Q22,Amprotropine
XM3HR2,Aniscoropine
XM2P84,Anisotropine methyl-bromide
XM0B31,Anticholinergic
XM5BE4,Antimuscarinic
XM66R0,Artane
XM7Y01,Atropine
XM7711,Pramiverine
XM26R3,Pridinol
XM6X69,Prifinium bromide
XM9AG2,Procyclidine
XM8VR6,Profenamine
XM3CK8,Profenil
XM05C6,Propantheline
XM7VK4,Propantheline bromide
XM1JN1,Quarternary ammonium parasympatholytic
XM7GS6,Rociverine
XM7LZ6,Atropine derivative
XM1MW1,Scopolamine
XM3UE6,Scopolia extract
XM31L2,Smooth muscle relaxant
XM7PY1,Spacoline
XM14Z1,Spasmolytic anticholinergics
XM6RA6,Spasmolytic autonomic
XM9NH9,Spasmolytic quaternary ammonium
XM5W13,Sulmetozine
XM0GS2,Thiphenamil
XM9WW9,Tiemonium
XM5GQ3,Atropine methonitrate
XM2LU4,Tiemonium iodide
XM8346,Tigloidine
XM51J2,Timepidium bromide
XM2595,Tiquizium bromide
XM4MA5,Tolperisone
XM8YD7,Toquizine
XM64P0,Triampyzine
XM2TJ3,Tricyclamol chloride
XM17K9,Tridihexethyl iodide
XM9W98,Trihexyphenidyl
XM5098,Belladonna alkaloids
XM0EL4,Trimebutine
XM5S52,Trimeprazine (tartrate)
XM2M46,Triperiden
XM4YB7,Tritiozine
XM2973,Tropacine
XM4YL9,Tropatepine
XM4466,Tropicamide
XM8F25,Trospium chloride
XM9K48,Valethamate bromide
XM6RQ9,Belladonna extract
XM2YW9,Belladonna herb
XM29D7,Benactyzine
XM3NJ0,Benaprizine
XM54W7,Benzilonium bromide
XM8NZ1,Benztropine anticholinergic
XM63B0,Bevonium metilsulfate
XM65C9,Biperiden
XM8T72,Bornaprine
XM5ML2,Butropium bromide
XM1T59,Butyl scopolamine bromide
XM5RM7,Camylofin
XM9633,Caramiphen
XM8JS6,Carpronium chloride
XM30Q8,Chlorbenzoxamine
XM0PN2,Cimetropium bromide
XM2619,Clidinium bromide
XM8KY2,Clorotepine
XM2HD0,Cogentin
XM0VC2,Cyclodrine
XM7VB2,Cyclopentolate
XM93T2,Cycrimine
XM1H88,Dexetimide
XM4CZ8,Dibutoline sulfate
XM0CE0,Dicyclomine
XM2493,Diisopromine
XM89R5,Diphemanil metilsulfate
XM13K8,Drotaverine
XM1M52,Duboisine
XM3A08,Dyphylline
XM6190,Emepronium (salts)
XM0CR7,Emepronium bromide
XM17M9,Ethaverine
XM5C67,Ethopropazine
XM62B7,Etomidoline
XM2789,Etybenzatropine
XM1VS4,Euphthalmine
XM6L51,Extrapyramidal antagonist
XM3CZ9,Fenoverine
XM0CH2,Flavoxate
XM3L41,Flopropione
XM0HB8,Gefarnate
XM42V2,Glycopyrrolate
XM8WX2,Hexasonium iodide
XM1WN2,Hexocyclium metilsulfate
XM7832,Homatropine
XM1642,Homatropine methylbromide
XM53A5,Hyoscine
XM11J9,Hyoscyamine
XM1EF8,Hyoscyamus
XM4FB2,Hyoscyamus dry extract
XM27M9,Isometheptene
XM6XN4,Isopropamide
XM4QH8,Isopropamide iodide
XM5ED5,Levsin
XM90R8,Mebeverine
XM0M49,Meladrazine
XM7W33,Mepenzolate
XM0WK8,Mepenzolate bromide
XM1FH6,Mepiperphenidol
XM5WL4,Methantheline
XM39X0,Methanthelinium bromide
XM1DL0,Methixene
XM0E13,Methscopolamine bromide
XM4P67,Methyl atropine
XM3KR9,Methylatropine nitrate
XM14X3,Methylbenactyzium bromide
XM4RV4,Metixene
XM5F96,Milverine
XM1V30,Moxaverine
XM3YV6,Muscle affecting agents relaxants smooth
XM4U03,Octatropine methyl-bromide
XM8YF7,Otilonium bromide
XM5YT3,Oxapium iodide
XM0LB8,Oxybutynin
XM5D56,Oxyphencyclimine
XM1LM4,Oxyphenonium bromide
XM8X70,Papaverine
XM3A77,Parasympatholytic
XM8U27,Penthienate bromide
XM64K1,Phenglutarimide
XM2GC8,Pinaverium bromide
XM6FV2,Pipenzolate bromide
XM24K8,Piperidolate
XM6MG0,Pipethanate
XM7EV5,Poldine metilsulfate
XM1EC3,Acetylcholine chloride
XM3GM3,Acetylcholine derivative
XM0000,Benzpyrinium bromide
XM0MZ4,Bethanechol chloride
XM4LE7,Cholinergic (drug)
XM4ZZ7,Cholinergic muscle tone enhancer
XM6VJ2,Cholinergic trimethyl ammonium propanediol
XM8JX6,Parasympathomimetic drug
XM5EY0,Pilocarpus extract (jaborandi)
XM4AJ3,Aceclidine
XM7494,Arecoline
XM9XA2,Bethanechol
XM4AT9,Carbachol
XM3YJ9,Methacholine
XM0RX5,Pilocarpine
XM3LR7,Agonist predominantly alpha-adrenoreceptor
XM5Q41,Antazolin (e)
XM25T0,Apraclonidine (hydrochloride)
XM88Z7,Bisulepin (hydrochloride)
XM4TB9,Levocabastine (hydrochloride)
XM1A78,Meclizine (hydrochloride)
XM9VP4,Propyl hexadrine
XM6NM2,Thonzylamine (systemic)
XM0W81,Antistine
XM9VB8,Azelastine
XM4GX4,Bamipine
XM35M7,Benzquinamide
XM1TL5,Bromazine
XM5PK9,Brompheniramine
XM8GH2,Buclizine
XM9KZ9,Carbinoxamine
XM0QD9,Cetirizine
XM0AN5,Cetoxime
XM66X7,Chlor-Trimeton
XM9SK3,Chlorcyclizine
XM9CM1,Chloropyramine
XM34G7,Chloropyrilene
XM4PH8,Chlorothen
XM6UB7,Chlorphenamine
XM9VG3,Chlorpheniramine
XM4QD7,Chlorphenoxamine
XM7CE7,Cinnarizine
XM3DL4,Clemastine
XM0Y33,Clemizole
XM0S26,Cyclizine
XM8Y26,Cyclopentamine
XM1107,Dexbrompheniramine
XM6CF9,Dexchlorpheniramine
XM62B0,Dibenzheptropine
XM29D4,Difenidol
XM8ZH9,Dimenhydrinate
XM74S1,Dimethindene
XM6KY0,Diphenhydramine
XM7GV4,Diphenylpyraline
XM77K6,Doxylamine
XM59T1,Embramine
XM9187,Etilefrine
XM4B54,Gepefrine
XM2305,Homochlorcyclizine
XM4Z91,Isothipendyl
XM4F63,Ketotifen
XM7BH6,Levarterenol
XM4PE5,Loratadine
XM6L38,Metaraminol
XM8TK4,Methaphenilene
XM7TD1,Methapyrilene
XM7RF2,Moxastine
XM2CG2,Noradrenaline
XM81D8,Norepinephrine
XM2A75,Norfenefrine
XM6AV1,Oxatomide
XM5HS9,Oxedrine
XM7D21,Paredrine
XM4UU4,Pheniramine
XM6ZQ3,Phenylephrine
XM2V55,Phenyltoloxamine
XM9TL2,Propiomazine
XM54R1,Pyrilamine
XM39Y4,Thenyldiamine
XM0N55,Tripelennamine
XM96M5,Agonist predominantly beta-adrenoreceptor
XM10L5,Angiotensin
XM3D85,Beclomethasone
XM3UP9,Budesonide
XM4E14,Dobutamine
XM3273,Epinephrine
XM5YS9,Isoetharine
XM18Q9,Prenalterol
XM2YD0,Procaterol
XM5HL3,Racepinephrine
XM1CS3,Ritodrine
XM45U9,Xamoterol
XM3BT9,Anabolic steroid
XM65R6,Androgen
XM5CT6,Androgen-estrogen mixture
XM3478,Androstalone
XM89R1,Androsterone
XM7LM1,Antineoplastic steroid
XM0T50,Calusterone
XM1SV6,Congener
XM1RM3,Dromostanolone
XM0DG4,Drostanolone
XM81H5,Durabolin
XM76Q0,Epitiostanol
XM3UJ6,Estradiol with testosterone
XM29P0,Fluoxymesterone
XM7X01,Gonadal tissue extract male
XM2KK4,Hormone androgenic
XM6R95,Macrolide anabolic drug
XM21D8,Mepitiostane
XM0E55,Mestanolone
XM3QK3,Mesterolone
XM2GQ1,Metenolone
XM6966,Methandriol
XM24D1,Methandrostenolone
XM8HC6,Methyl androstanolone
XM4TC8,Methyltestosterone
XM8NZ0,Nandrolone
XM5115,Norethandrolone
XM6327,Oxandrolone
XM1E21,Oxymesterone
XM7WQ1,Oxymetholone
XM5Q72,Prasterone
XM8VE0,Stanozolol
XM3KV3,Steroid androgenic
XM1KA5,Steroid antineoplastic
XM5T49,Testolactone
XM3HM6,Testosterone
XM50S2,Zeranol
XM5Y80,Adrenocorticotrophic hormone
XM7309,Anterior pituitary hormone
XM4MB2,Follicle-stimulating hormone
XM1NX7,Human growth hormone (HGH)
XM86N5,Luteinizing hormone
XM0Y82,Pituitary extracts anterior
XM9ET6,Thyreotrophic hormone
XM7J71,Thyrotropic hormone
XM6UE9,ACTH
XM8351,Adrenocorticotrophin
XM3G67,Alsactide
XM7XJ1,Corticotropin
XM1EM4,Cosyntropin
XM1027,FSH
XM92R5,Menotropins
XM4QA7,Pergonal
XM77Q1,Prolactin
XM9NW5,Seractide
XM3LZ6,Somatotropin
XM96L8,Somatrem
XM0515,Somatropin
XM4B77,Tetracosactide
XM52T6,Tetracosactrin
XM4WS0,Thyrotrophin
XM67H0,TSH
XM8HC4,Urofollitropin
XM7JF4,Antiandrogen
XM10A6,Antiestrogen
XM8MB2,Antigonadotrophin
XM3C58,Cyproterone
XM0FW7,Danazol
XM3G31,Flutamide
XM4RW1,Mifepristone
XM9QT3,Nafoxidine
XM9AL0,Nilutamide
XM1ZT8,Ormeloxifene
XM0P47,Taleranol
XM2UX2,Tamoxifen
XM1312,Toremifene
XM8492,Iodine 131 therapeutic
XM6VL9,Iodine for thyroid conditions (antithyroid)
XM6V39,Potassium perchlorate antithyroid
XM9LL4,Potassium perchlorate medicinal
XM6RC9,Sodium iodide I-131 therapeutic
XM8X98,Thiouracil (benzyl) (methyl) (propyl)
XM1H03,Benzylthiouracil
XM35K1,Carbimazole
XM6Y24,Diiodotyrosine
XM7TM9,Iothiouracil
XM38T7,Methimazole
XM54P6,Methylthiouracil
XM5DE7,Propylthiouracil
XM3G29,Thiourea
XM51K6,Adrenal (extract
XM3R56,Compound E (cortisone)
XM4HH6,Compound F (hydrocortisone)
XM5AE3,Cortisone (acetate)
XM48E4,Fluorinated corticosteroids
XM0XY8,Hormone adrenal cortical steroids
XM6F84,Aristocort
XM8936,Celestone
XM0XB5,Clocortolone
XM4AF4,Cloprednol
XM6FJ6,Cortate
XM6TY3,Corticosteroid
XM17S1,Cortivazol
XM25L1,Cortone
XM5CF7,Deflazacort
XM0JS3,Deltasone
XM3LC8,Deltra
XM72R5,Dexamethasone
XM7L62,DOCA
XM2GK4,Fluprednisolone
XM4Z52,Glucocorticoids
XM1040,Glucocorticosteroid
XM2UL5,Kenacort
XM5V41,Meprednisone
XM4RH1,Paramethasone
XM5AM2,Percorten
XM6JJ4,Prednisolone
XM39W4,Prednisone
XM3YJ1,Prednylidene
XM8JY6,Steroid
XM9AX5,Antidiabetic biguanide and sulfonyl combined
XM5DC4,Antidiabetic biguanide
XM5SK7,Antidiabetic combined
XM11C9,Antidiabetic sulfonylurea
XM6932,Biguanide derivatives
XM4SE3,Globin zinc insulin
XM88E8,Glymidine sodium
XM4M26,Hormone antidiabetic agents
XM4C63,Insular tissue extract
XM2JC7,Insulin (amorphous) (globin) (isophane) (Lente) (NPH) (Semilente) (Ultralente)
XM3RW5,Insulin defalan
XM21C9,Insulin human
XM16M5,Insulin injection
XM1DZ9,Insulin injection
XM9728,Insulin intermediate acting
XM54Q2,Insulin protamine zinc
XM0KT2,Insulin slow acting
XM7VD3,Insulin zinc protamine injection
XM0US2,Insulin zinc suspension (amorphous) (crystalline)
XM73L8,Isophane insulin
XM9AZ3,Lente iletin (insulin)
XM8502,Neutral insulin injection
XM8VX4,NPH iletin (insulin)
XM3J06,Protamine sulfate zinc insulin
XM73P6,Sulfonylurea derivatives
XM1RV6,Tolbutamide (sodium)
XM60R0,Acetohexamide
XM8S35,Antidiabetic
XM6EJ2,Buformin
XM8ZU0,Carbutamide
XM8S18,Chlorpropamide
XM0RV5,Glibenclamide
XM8E97,Glibornuride
XM2G21,Gliclazide
XM06A4,Glimidine
XM3TQ4,Glipizide
XM8597,Gliquidone
XM2584,Glisolamide
XM65J8,Glisoxepide
XM9N95,Glucagon
XM6JN8,Glyburide
XM0K09,Glyclopyramide
XM6861,Glycyclamide
XM5MV9,Iletin
XM0JN5,Metformin
XM4K79,Phenformin
XM8QQ1,PZI
XM8YD0,Tolazamide
XM2720,Antifertility pill
XM69D7,Demulen
XM8CB9,Enovid
XM3WW4,Ethinylestradiol
XM7M76,Ethinylestradiol
XM6TX3,Ethynodiol
XM8HJ8,Ethynodiol with mestranol diacetate
XM6U53,Levonorgestrel
XM8Y77,Lynestrenol
XM8BA2,Norethindrone
XM31C0,Norgestrienone
XM72K8,Norlestrin
XM4FD0,Oracon
XM4AG1,Ovral
XM53A8,Ovulen
XM6VJ3,Progestin oral contraceptive
XM1DX1,Quingestanol
XM77R9,Allylestrenol
XM6CL2,Anhydrohydroxy-progesterone
XM0W29,Antineoplastic combination estrogen
XM5FK8,Chlormadinone
XM1058,Chlorotrianisene
XM74M2,Clomiphene
XM76F9,Conjugated estrogenic substances
XM4DR7,Delalutin
XM6SD5,Demegestone
XM7ZG5,Desogestrel
XM6UC0,Dienoestrol
XM51S9,Diethylstilbestrol
XM49U4,Dimestrol
XM5RK3,Dimethisterone
XM71X5,Dydrogesterone
XM1P34,Epiestriol
XM7YR1,Epimestrol
XM39W0,Estradiol benzoate
XM4EH0,Estriol
XM7CP4,Estrogen
XM56M0,Estrogen conjugated
XM2GR3,Estrogen with progesterone
XM8YK8,Estrone
XM6133,Estropipate
XM8MD3,Ethinylestradiol
XM0TH1,Ethisterone
XM03K8,Fosfestrol
XM1KX5,Gestonorone caproate
XM7JV9,Gonadal tissue extract female
XM8WE5,Hexoestrol
XM4NZ9,Hydroxyestrone
XM0R79,Hydroxyprogesterone
XM5A00,Hydroxyprogesterone caproate
XM65V3,Levonorgestrel with ethinylestradiol
XM4HQ9,Medrogestone
XM2HB5,Medroxyprogesterone acetate (depot)
XM7KS3,Megestrol
XM3AK8,Mestranol
XM4T41,Methallenestril
XM37T7,Methylestrenolone
XM2LR3,Nomegestrol
XM7LY6,Norethisterone with ethinylestradiol
XM1SH1,Noretynodrel
XM1B43,Normethandrone
XM3MJ7,Ovarian hormone
XM26R0,Ovarian stimulant
XM8AV0,Oxendolone
XM3YX8,Polyestradiol phosphate
XM1K26,Pregnandiol
XM5HL1,Premarin
XM3799,Progesterone
XM8FT3,Progestogen
XM3SF1,Progestone
XM71B5,Promegestone
XM9HS1,Quinestradol
XM3HH8,Quinestrol
XM0SU9,Steroid antineoplastic
XM49L1,Chorionic gonadotropin
XM6X07,Gonadal tissue extract
XM4VE0,Hormone specified
XM85S0,Hypophysis
XM7399,Melanocyte-stimulating hormone
XM00P3,Pituitary extracts (posterior)
XM0J12,Placental hormone
XM5714,Posterior pituitary hormone
XM7LM2,Thymus extract
XM1Y33,Vasopressor drugs
XM32E8,Buserelin
XM77T2,Desmopressin
XM9EQ9,Enterogastrone
XM3MT8,Felypressin
XM2TU9,Gonadorelin
XM10K7,Gonadotropin
XM3GP5,Leuprolide
XM3GU1,Lypressin
XM01Z4,Octreotide
XM7R30,Protirelin
XM30J6,Sermorelin
XM7E13,Somatorelin
XM5L29,Somatostatin
XM4E12,Terlipressin
XM7DQ5,Trilostane
XM6A76,Vasopressin
XM68B8,Detrothyronine
XM2YU4,Dextrothyroxin
XM27J7,Dextrothyroxine sodium
XM5M40,Euthroid
XM93X7,Hormone thyroid
XM10Z7,Levoid
XM5G81,Levothyroxine
XM2WC1,Levothyroxine sodium
XM2XB6,Liothyronine
XM0P56,Liotrix
XM9RU3,Proloid
XM1L96,Sodium -triiodothyronine (L)
XM65J7,Sodium L-triiodothyronine
XM66B8,Thyroglobulin
XM5685,Thyroxine
XM4H64,Tiratricol
XM5590,Titroid
XM3XY4,Alcohol deterrent
XM2XV6,Antabuse
XM1S43,Antidote
XM2FC3,Calcium carbimide
XM65Y8,Chelating agent
XM68U2,Cholinesterase reactivator
XM81B1,Cysteamine
XM9M46,Detoxifying agent
